id,label,federation,domain,uri,concept_ref,text_ref,survey_depth,is_seed,lcc,oclc,lccn
2015509912,Roman military disasters : dark days and lost legions,worldcat,roman_republic,http://lccn.loc.gov/2015509912,,http://lccn.loc.gov/2015509912,0,False,DG211 .C47 2015,,2015509912
05000348,The liberty of Rome: a history.,worldcat,roman_republic,http://lccn.loc.gov/05000348,,http://lccn.loc.gov/05000348,0,False,DG231 .E42,,05000348
2001033512,The rise of the Roman Empire,worldcat,roman_republic,http://lccn.loc.gov/2001033512,,http://lccn.loc.gov/2001033512,0,False,DG231 .R57 2002,,2001033512
2004008505,A critical history of early Rome : from prehistory to the first Punic War,worldcat,roman_republic,http://lccn.loc.gov/2004008505,,http://lccn.loc.gov/2004008505,0,False,DG209 .F735 2005,,2004008505
88211705,Livy in fourteen volumes,worldcat,roman_republic,http://lccn.loc.gov/88211705,,http://lccn.loc.gov/88211705,0,False,DG233 .L5813 1976,,88211705
2016364586,Rome and the Mediterranean 290 to 146 BC : the imperial republic,worldcat,roman_republic,http://lccn.loc.gov/2016364586,,http://lccn.loc.gov/2016364586,0,False,DG241 .R67 2012,,2016364586
2025004939,Children of Mars : the origins of Rome's empire,worldcat,roman_republic,http://lccn.loc.gov/2025004939,http://id.loc.gov/authorities/subjects/sh85115109,http://lccn.loc.gov/2025004939,0,False,DG231 .A748 2025,,2025004939
2020758723,A critical history of early Rome : from prehistory to the first Punic War,worldcat,roman_republic,http://lccn.loc.gov/2020758723,,http://lccn.loc.gov/2020758723,0,False,DG209,,2020758723
70384646,"A history of the Roman world from 753 to 146 B.C.,",worldcat,roman_republic,http://lccn.loc.gov/70384646,,http://lccn.loc.gov/70384646,0,False,DG231 .S35 1969,,70384646
80040033,A history of the Roman world : 753-146 BC,worldcat,roman_republic,http://lccn.loc.gov/80040033,,http://lccn.loc.gov/80040033,0,False,DG231 .S35 1980,,80040033
2014936759,The Roman historical tradition : Regal and Republican Rome,worldcat,roman_republic,http://lccn.loc.gov/2014936759,,http://lccn.loc.gov/2014936759,0,False,DG231 .R7596 2014,,2014936759
2025004940,Children of Mars : the origins of Rome's empire,worldcat,roman_republic,http://lccn.loc.gov/2025004940,http://id.loc.gov/authorities/subjects/sh85115109,http://lccn.loc.gov/2025004940,0,False,DG231,,2025004940
2005015207,The Roman Republic,worldcat,roman_republic,http://lccn.loc.gov/2005015207,,http://lccn.loc.gov/2005015207,0,False,DG231.7 .N37 2006,,2005015207
2021012762,Dictator : the evolution of the Roman dictatorship,worldcat,roman_republic,http://lccn.loc.gov/2021012762,,http://lccn.loc.gov/2021012762,0,False,DG83.5.D4,,2021012762
2021012761,Dictator : the evolution of the Roman dictatorship,worldcat,roman_republic,http://lccn.loc.gov/2021012761,,http://lccn.loc.gov/2021012761,0,False,DG83.5.D4 W55 2021,,2021012761
2017041328,Omnium annalium monumenta : historical writing and historical evidence in Republican Rome,worldcat,roman_republic,http://lccn.loc.gov/2017041328,,http://lccn.loc.gov/2017041328,0,False,DG254.2 .O45 2018,,2017041328
75007338,The client princes of the Roman Empire under the Republic,worldcat,roman_republic,http://lccn.loc.gov/75007338,,http://lccn.loc.gov/75007338,0,False,DG231.3 .S25 1975,,75007338
2020045633,Exploring the mid-Republican origins of Roman military administration : with stylus and spear,worldcat,roman_republic,http://lccn.loc.gov/2020045633,,http://lccn.loc.gov/2020045633,0,False,U35,,2020045633
