qid,qid_label,group,property_pid,property_label,statement_index,rank,value_qid,value_label,value_literal,periodo_ids
Q44626,Cretaceous,temporal,P582,end time,0,normal,,time=-66000000-00-00T00:00:00Z;precision=3,time=-66000000-00-00T00:00:00Z;precision=3,9qtgwjxcm
Q44626,Cretaceous,temporal,P9350,PeriodO period ID,0,normal,,9qtgwjxcm,9qtgwjxcm,9qtgwjxcm
Q44626,Cretaceous,hierarchy,P156,followed by,0,normal,Q55810,Paleogene,,9qtgwjxcm
Q44626,Cretaceous,hierarchy,P527,has part(s),0,normal,Q752187,Early Cretaceous,,9qtgwjxcm
Q44626,Cretaceous,hierarchy,P527,has part(s),1,normal,Q338199,Late Cretaceous,,9qtgwjxcm
Q45805,Jurassic,hierarchy,P31,instance of,0,normal,Q392928,period,,9qtgwqzkr
Q45805,Jurassic,hierarchy,P31,instance of,1,normal,Q403523,system,,9qtgwqzkr
Q45805,Jurassic,hierarchy,P361,part of,0,normal,Q83222,Mesozoic,,9qtgwqzkr
Q45805,Jurassic,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgwqzkr
Q45805,Jurassic,hierarchy,P155,follows,0,normal,Q47158,Triassic,,9qtgwqzkr
Q45805,Jurassic,hierarchy,P156,followed by,0,normal,Q44626,Cretaceous,,9qtgwqzkr
Q45805,Jurassic,temporal,P580,start time,0,normal,,time=-201400000-00-00T00:00:00Z;precision=4,time=-201400000-00-00T00:00:00Z;precision=4,9qtgwqzkr
Q45805,Jurassic,temporal,P582,end time,0,normal,,time=-145000000-00-00T00:00:00Z;precision=3,time=-145000000-00-00T00:00:00Z;precision=3,9qtgwqzkr
Q45805,Jurassic,temporal,P9350,PeriodO period ID,0,normal,,9qtgwqzkr,9qtgwqzkr,9qtgwqzkr
Q45805,Jurassic,hierarchy,P527,has part(s),0,normal,Q284787,Early Jurassic,,9qtgwqzkr
Q45805,Jurassic,hierarchy,P527,has part(s),1,normal,Q500054,Middle Jurassic,,9qtgwqzkr
Q45805,Jurassic,hierarchy,P527,has part(s),2,normal,Q499312,Late Jurassic,,9qtgwqzkr
Q476855,Mau Mau Uprising,hierarchy,P31,instance of,0,normal,Q1323212,insurgency,,06c6g3nkk
Q476855,Mau Mau Uprising,geographical,P17,country,0,normal,Q114,Kenya,,06c6g3nkk
Q476855,Mau Mau Uprising,temporal,P580,start time,0,normal,,time=+1952-00-00T00:00:00Z;precision=9,time=+1952-00-00T00:00:00Z;precision=9,06c6g3nkk
Q476855,Mau Mau Uprising,temporal,P582,end time,0,normal,,time=+1960-00-00T00:00:00Z;precision=9,time=+1960-00-00T00:00:00Z;precision=9,06c6g3nkk
Q476855,Mau Mau Uprising,geographical,P276,location,0,normal,Q2538511,Kenya Colony,,06c6g3nkk
Q476855,Mau Mau Uprising,hierarchy,P361,part of,0,normal,Q1146918,decolonisation of Africa,,06c6g3nkk
Q476855,Mau Mau Uprising,temporal,P585,point in time,0,normal,,time=+1952-00-00T00:00:00Z;precision=9,time=+1952-00-00T00:00:00Z;precision=9,06c6g3nkk
Q476855,Mau Mau Uprising,temporal,P9350,PeriodO period ID,0,normal,,06c6g3nkk,06c6g3nkk,06c6g3nkk
Q478301,Hussite Wars,hierarchy,P31,instance of,0,normal,Q1827102,religious war,,6c6g3vnns
Q478301,Hussite Wars,temporal,P580,start time,0,normal,,time=+1419-07-30T00:00:00Z;precision=11,time=+1419-07-30T00:00:00Z;precision=11,6c6g3vnns
Q478301,Hussite Wars,temporal,P582,end time,0,normal,,time=+1434-05-30T00:00:00Z;precision=11,time=+1434-05-30T00:00:00Z;precision=11,6c6g3vnns
Q478301,Hussite Wars,geographical,P276,location,0,normal,Q27509,Central Europe,,6c6g3vnns
Q478301,Hussite Wars,hierarchy,P361,part of,0,normal,Q12546,Crusades,,6c6g3vnns
Q478301,Hussite Wars,temporal,P9350,PeriodO period ID,0,normal,,6c6g3vnns,6c6g3vnns,6c6g3vnns
Q486761,classical antiquity,temporal,P580,start time,0,preferred,,time=-1199-01-01T00:00:00Z;precision=9,time=-1199-01-01T00:00:00Z;precision=9,8m57hmxmp
Q486761,classical antiquity,temporal,P580,start time,1,normal,,time=-0799-00-00T00:00:00Z;precision=7,time=-0799-00-00T00:00:00Z;precision=7,8m57hmxmp
Q486761,classical antiquity,temporal,P582,end time,0,normal,,time=+0500-00-00T00:00:00Z;precision=7,time=+0500-00-00T00:00:00Z;precision=7,8m57hmxmp
Q486761,classical antiquity,hierarchy,P527,has part(s),0,normal,Q14618893,Classical Roman Empire,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P527,has part(s),1,normal,Q17167,Roman Republic,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P527,has part(s),2,normal,Q428995,Hellenistic period,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P527,has part(s),3,normal,Q11772,Ancient Greece,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P527,has part(s),4,normal,Q181264,Mycenaean Greece,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P527,has part(s),5,normal,Q134178,Minoan civilization,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P527,has part(s),6,normal,Q17161,Etruscans,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P527,has part(s),7,normal,Q245813,Bronze age Cyprus,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P527,has part(s),8,normal,Q12544,Byzantine Empire,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P527,has part(s),9,normal,Q3617880,Italic peoples,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P527,has part(s),10,normal,Q1778719,Lydians,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P527,has part(s),11,normal,Q83958,Macedonia,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P527,has part(s),12,normal,Q131802,Scythians,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P527,has part(s),13,normal,Q6111354,Classical Rome,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P156,followed by,0,normal,Q217050,late antiquity,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P31,instance of,0,normal,Q11514315,historical period,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P31,instance of,1,normal,Q1292119,style,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P279,subclass of,0,normal,Q41493,ancient history,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P155,follows,0,normal,Q98270938,Early antiquity,,8m57hmxmp
Q486761,classical antiquity,hierarchy,P361,part of,0,normal,Q41493,ancient history,,8m57hmxmp
Q486761,classical antiquity,temporal,P9350,PeriodO period ID,0,normal,,8m57hmxmp,8m57hmxmp,8m57hmxmp
Q486761,classical antiquity,geographical,P276,location,0,normal,Q11772,Ancient Greece,,8m57hmxmp
Q486761,classical antiquity,geographical,P276,location,1,normal,Q1747689,Ancient Rome,,8m57hmxmp
Q499312,Late Jurassic,hierarchy,P155,follows,0,normal,Q500054,Middle Jurassic,,9qtgwc56b
Q499312,Late Jurassic,hierarchy,P156,followed by,0,normal,Q752187,Early Cretaceous,,9qtgwc56b
Q499312,Late Jurassic,hierarchy,P361,part of,0,normal,Q45805,Jurassic,,9qtgwc56b
Q499312,Late Jurassic,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgwc56b
Q499312,Late Jurassic,hierarchy,P31,instance of,0,normal,Q754897,epoch,,9qtgwc56b
Q499312,Late Jurassic,hierarchy,P31,instance of,1,normal,Q312468,series,,9qtgwc56b
Q499312,Late Jurassic,hierarchy,P527,has part(s),0,normal,Q855125,Tithonian,,9qtgwc56b
Q499312,Late Jurassic,hierarchy,P527,has part(s),1,normal,Q733565,Kimmeridgian,,9qtgwc56b
Q499312,Late Jurassic,hierarchy,P527,has part(s),2,normal,Q375784,Oxfordian,,9qtgwc56b
Q499312,Late Jurassic,temporal,P580,start time,0,normal,,time=-163500000-00-00T00:00:00Z;precision=4,time=-163500000-00-00T00:00:00Z;precision=4,9qtgwc56b
Q499312,Late Jurassic,temporal,P582,end time,0,normal,,time=-145000000-00-00T00:00:00Z;precision=3,time=-145000000-00-00T00:00:00Z;precision=3,9qtgwc56b
Q499312,Late Jurassic,temporal,P9350,PeriodO period ID,0,normal,,9qtgwc56b,9qtgwc56b,9qtgwc56b
Q500054,Middle Jurassic,hierarchy,P155,follows,0,normal,Q284787,Early Jurassic,,9qtgwhqph
Q500054,Middle Jurassic,hierarchy,P156,followed by,0,normal,Q499312,Late Jurassic,,9qtgwhqph
Q500054,Middle Jurassic,hierarchy,P361,part of,0,normal,Q45805,Jurassic,,9qtgwhqph
Q500054,Middle Jurassic,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgwhqph
Q500054,Middle Jurassic,hierarchy,P31,instance of,0,normal,Q754897,epoch,,9qtgwhqph
Q500054,Middle Jurassic,hierarchy,P31,instance of,1,normal,Q312468,series,,9qtgwhqph
Q500054,Middle Jurassic,hierarchy,P527,has part(s),0,normal,Q764255,Callovian,,9qtgwhqph
Q500054,Middle Jurassic,hierarchy,P527,has part(s),1,normal,Q791313,Bathonian,,9qtgwhqph
Q500054,Middle Jurassic,hierarchy,P527,has part(s),2,normal,Q375180,Bajocian,,9qtgwhqph
Q500054,Middle Jurassic,hierarchy,P527,has part(s),3,normal,Q300887,Aalenian,,9qtgwhqph
Q500054,Middle Jurassic,temporal,P580,start time,0,normal,,time=-174100000-00-00T00:00:00Z;precision=4,time=-174100000-00-00T00:00:00Z;precision=4,9qtgwhqph
Q500054,Middle Jurassic,temporal,P582,end time,0,normal,,time=-163500000-00-00T00:00:00Z;precision=4,time=-163500000-00-00T00:00:00Z;precision=4,9qtgwhqph
Q500054,Middle Jurassic,temporal,P9350,PeriodO period ID,0,normal,,9qtgwhqph,9qtgwhqph,9qtgwhqph
Q530828,Rhaetian,hierarchy,P155,follows,0,normal,Q1080207,Norian,,9qtgwkwhr
Q530828,Rhaetian,hierarchy,P156,followed by,0,normal,Q633834,Hettangian,,9qtgwkwhr
Q530828,Rhaetian,hierarchy,P31,instance of,0,normal,Q1123245,stage,,9qtgwkwhr
Q530828,Rhaetian,hierarchy,P31,instance of,1,normal,Q568683,age,,9qtgwkwhr
Q530828,Rhaetian,hierarchy,P361,part of,0,normal,Q917293,Late Triassic,,9qtgwkwhr
Q530828,Rhaetian,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgwkwhr
Q530828,Rhaetian,temporal,P580,start time,0,normal,,time=-208500000-00-00T00:00:00Z;precision=4,time=-208500000-00-00T00:00:00Z;precision=4,9qtgwkwhr
Q530828,Rhaetian,temporal,P582,end time,0,normal,,time=-201300000-00-00T00:00:00Z;precision=4,time=-201300000-00-00T00:00:00Z;precision=4,9qtgwkwhr
Q530828,Rhaetian,temporal,P9350,PeriodO period ID,0,normal,,9qtgwkwhr,9qtgwkwhr,9qtgwkwhr
Q540479,Pliensbachian,hierarchy,P155,follows,0,normal,Q911869,Sinemurian,,9qtgw3hf7
Q540479,Pliensbachian,hierarchy,P156,followed by,0,normal,Q914363,Toarcian,,9qtgw3hf7
Q540479,Pliensbachian,hierarchy,P31,instance of,0,normal,Q1123245,stage,,9qtgw3hf7
Q540479,Pliensbachian,hierarchy,P31,instance of,1,normal,Q568683,age,,9qtgw3hf7
Q540479,Pliensbachian,hierarchy,P361,part of,0,normal,Q284787,Early Jurassic,,9qtgw3hf7
Q540479,Pliensbachian,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgw3hf7
Q540479,Pliensbachian,temporal,P580,start time,0,normal,,time=-190800000-00-00T00:00:00Z;precision=4,time=-190800000-00-00T00:00:00Z;precision=4,9qtgw3hf7
Q540479,Pliensbachian,temporal,P582,end time,0,normal,,time=-182700000-00-00T00:00:00Z;precision=4,time=-182700000-00-00T00:00:00Z;precision=4,9qtgw3hf7
Q540479,Pliensbachian,geographical,P625,coordinate location,0,normal,,"{'latitude': 54.4069, 'longitude': -0.4975, 'altitude': None, 'precision': 0.0001, 'globe': 'http://www.wikidata.org/entity/Q2'}","{'latitude': 54.4069, 'longitude': -0.4975, 'altitude': None, 'precision': 0.0001, 'globe': 'http://www.wikidata.org/entity/Q2'}",9qtgw3hf7
Q540479,Pliensbachian,geographical,P7153,significant place,0,normal,Q24658757,Robin Hood's Bay,,9qtgw3hf7
Q540479,Pliensbachian,temporal,P9350,PeriodO period ID,0,normal,,9qtgw3hf7,9qtgw3hf7,9qtgw3hf7
Q540479,Pliensbachian,hierarchy,P1365,replaces,0,normal,Q19607173,Charmouthien,,9qtgw3hf7
Q622265,Aptian,hierarchy,P155,follows,0,normal,Q732702,Barremian,,9qtgw8qq8
Q622265,Aptian,hierarchy,P156,followed by,0,normal,Q301728,Albian,,9qtgw8qq8
Q622265,Aptian,hierarchy,P31,instance of,0,normal,Q1123245,stage,,9qtgw8qq8
Q622265,Aptian,hierarchy,P31,instance of,1,normal,Q568683,age,,9qtgw8qq8
Q622265,Aptian,hierarchy,P361,part of,0,normal,Q752187,Early Cretaceous,,9qtgw8qq8
Q622265,Aptian,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgw8qq8
Q622265,Aptian,temporal,P580,start time,0,normal,,time=-125000000-00-00T00:00:00Z;precision=3,time=-125000000-00-00T00:00:00Z;precision=3,9qtgw8qq8
Q622265,Aptian,temporal,P582,end time,0,normal,,time=-113000000-00-00T00:00:00Z;precision=3,time=-113000000-00-00T00:00:00Z;precision=3,9qtgw8qq8
Q622265,Aptian,temporal,P9350,PeriodO period ID,0,normal,,9qtgw8qq8,9qtgw8qq8,9qtgw8qq8
Q623429,Reconstruction Era,hierarchy,P31,instance of,0,normal,Q186081,time interval,,6c6g3m8jh
Q623429,Reconstruction Era,hierarchy,P31,instance of,1,normal,Q188686,military occupation,,6c6g3m8jh
Q623429,Reconstruction Era,hierarchy,P361,part of,0,normal,Q11285118,history of the Southern United States,,6c6g3m8jh
Q623429,Reconstruction Era,temporal,P580,start time,0,normal,,time=+1863-12-08T00:00:00Z;precision=11,time=+1863-12-08T00:00:00Z;precision=11,6c6g3m8jh
Q623429,Reconstruction Era,temporal,P582,end time,0,normal,,time=+1877-03-31T00:00:00Z;precision=11,time=+1877-03-31T00:00:00Z;precision=11,6c6g3m8jh
Q623429,Reconstruction Era,geographical,P17,country,0,normal,Q30,United States,,6c6g3m8jh
Q623429,Reconstruction Era,geographical,P276,location,0,normal,Q49042,Southern United States,,6c6g3m8jh
Q623429,Reconstruction Era,hierarchy,P155,follows,0,normal,Q8676,American Civil War,,6c6g3m8jh
Q623429,Reconstruction Era,temporal,P9350,PeriodO period ID,0,normal,,6c6g3m8jh,6c6g3m8jh,6c6g3m8jh
Q623429,Reconstruction Era,hierarchy,P156,followed by,0,normal,Q1753636,Gilded Age,,6c6g3m8jh
Q633834,Hettangian,hierarchy,P156,followed by,0,normal,Q911869,Sinemurian,,9qtgwrf75
Q633834,Hettangian,hierarchy,P155,follows,0,normal,Q530828,Rhaetian,,9qtgwrf75
Q633834,Hettangian,geographical,P625,coordinate location,0,normal,,"{'latitude': 47.48388888888889, 'longitude': 11.530555555555555, 'altitude': None, 'precision': 0.0002777777777777778, 'globe': 'http://www.wikidata.org/entity/Q2'}","{'latitude': 47.48388888888889, 'longitude': 11.530555555555555, 'altitude': None, 'precision': 0.0002777777777777778, 'globe': 'http://www.wikidata.org/entity/Q2'}",9qtgwrf75
Q633834,Hettangian,hierarchy,P31,instance of,0,normal,Q1123245,stage,,9qtgwrf75
Q633834,Hettangian,hierarchy,P31,instance of,1,normal,Q568683,age,,9qtgwrf75
Q633834,Hettangian,hierarchy,P361,part of,0,normal,Q284787,Early Jurassic,,9qtgwrf75
Q633834,Hettangian,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgwrf75
Q633834,Hettangian,temporal,P580,start time,0,normal,,time=-201300000-00-00T00:00:00Z;precision=4,time=-201300000-00-00T00:00:00Z;precision=4,9qtgwrf75
Q633834,Hettangian,temporal,P582,end time,0,normal,,time=-199300000-00-00T00:00:00Z;precision=4,time=-199300000-00-00T00:00:00Z;precision=4,9qtgwrf75
Q633834,Hettangian,geographical,P7153,significant place,0,normal,Q21881790,Kuhjoch,,9qtgwrf75
Q633834,Hettangian,temporal,P9350,PeriodO period ID,0,normal,,9qtgwrf75,9qtgwrf75,9qtgwrf75
Q638530,Texas Revolution,hierarchy,P31,instance of,0,normal,Q3119121,revolutionary war,,6c6g3fdwd
Q638530,Texas Revolution,temporal,P580,start time,0,preferred,,time=+1835-10-02T00:00:00Z;precision=11,time=+1835-10-02T00:00:00Z;precision=11,6c6g3fdwd
Q638530,Texas Revolution,temporal,P580,start time,1,normal,,time=+1835-10-00T00:00:00Z;precision=10,time=+1835-10-00T00:00:00Z;precision=10,6c6g3fdwd
Q638530,Texas Revolution,temporal,P582,end time,0,preferred,,time=+1864-04-21T00:00:00Z;precision=11,time=+1864-04-21T00:00:00Z;precision=11,6c6g3fdwd
Q638530,Texas Revolution,temporal,P582,end time,1,normal,,time=+1836-04-00T00:00:00Z;precision=10,time=+1836-04-00T00:00:00Z;precision=10,6c6g3fdwd
Q638530,Texas Revolution,geographical,P276,location,0,normal,Q408,Australia,,6c6g3fdwd
Q638530,Texas Revolution,geographical,P276,location,1,normal,Q170588,Republic of Texas,,6c6g3fdwd
Q638530,Texas Revolution,temporal,P9350,PeriodO period ID,0,normal,,6c6g3fdwd,6c6g3fdwd,6c6g3fdwd
Q638530,Texas Revolution,geographical,P625,coordinate location,0,normal,,"{'latitude': 31, 'longitude': -100, 'altitude': None, 'precision': 10.48004611682812, 'globe': 'http://www.wikidata.org/entity/Q2'}","{'latitude': 31, 'longitude': -100, 'altitude': None, 'precision': 10.48004611682812, 'globe': 'http://www.wikidata.org/entity/Q2'}",6c6g3fdwd
Q663355,Berriasian,hierarchy,P156,followed by,0,normal,Q843329,Valanginian,,9qtgwk2jt
Q663355,Berriasian,hierarchy,P155,follows,0,normal,Q855125,Tithonian,,9qtgwk2jt
Q663355,Berriasian,hierarchy,P31,instance of,0,normal,Q1123245,stage,,9qtgwk2jt
Q663355,Berriasian,hierarchy,P31,instance of,1,normal,Q568683,age,,9qtgwk2jt
Q663355,Berriasian,hierarchy,P361,part of,0,normal,Q752187,Early Cretaceous,,9qtgwk2jt
Q663355,Berriasian,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgwk2jt
Q663355,Berriasian,temporal,P580,start time,0,normal,,time=-145000000-00-00T00:00:00Z;precision=3,time=-145000000-00-00T00:00:00Z;precision=3,9qtgwk2jt
Q663355,Berriasian,temporal,P582,end time,0,normal,,time=-139800000-00-00T00:00:00Z;precision=4,time=-139800000-00-00T00:00:00Z;precision=4,9qtgwk2jt
Q663355,Berriasian,temporal,P9350,PeriodO period ID,0,normal,,9qtgwk2jt,9qtgwk2jt,9qtgwk2jt
Q677316,Social War of 91-87 BCE,hierarchy,P31,instance of,0,normal,Q198,war,,6c6g3rjxq
Q677316,Social War of 91-87 BCE,temporal,P580,start time,0,normal,,time=-0091-00-00T00:00:00Z;precision=9,time=-0091-00-00T00:00:00Z;precision=9,6c6g3rjxq
Q677316,Social War of 91-87 BCE,temporal,P582,end time,0,normal,,time=-0088-00-00T00:00:00Z;precision=9,time=-0088-00-00T00:00:00Z;precision=9,6c6g3rjxq
Q677316,Social War of 91-87 BCE,geographical,P276,location,0,normal,Q38,Italy,,6c6g3rjxq
Q677316,Social War of 91-87 BCE,geographical,P17,country,0,normal,Q38,Italy,,6c6g3rjxq
Q677316,Social War of 91-87 BCE,hierarchy,P527,has part(s),0,normal,Q85745805,Battle of Acerrae,,6c6g3rjxq
Q677316,Social War of 91-87 BCE,hierarchy,P527,has part(s),1,normal,Q85745822,Battle of Canusium,,6c6g3rjxq
Q677316,Social War of 91-87 BCE,temporal,P9350,PeriodO period ID,0,normal,,6c6g3rjxq,6c6g3rjxq,6c6g3rjxq
Q689128,Haitian Revolution,hierarchy,P31,instance of,0,normal,Q10931,revolution,,6c6g3xsmz
Q689128,Haitian Revolution,hierarchy,P31,instance of,1,normal,Q1155622,slave rebellion,,6c6g3xsmz
Q689128,Haitian Revolution,hierarchy,P361,part of,0,normal,Q3108868,Atlantic Revolutions,,6c6g3xsmz
Q689128,Haitian Revolution,hierarchy,P361,part of,1,normal,Q207318,French Revolutionary Wars,,6c6g3xsmz
Q689128,Haitian Revolution,hierarchy,P361,part of,2,normal,Q3202164,Latin American wars of independence,,6c6g3xsmz
Q689128,Haitian Revolution,temporal,P580,start time,0,normal,,time=+1791-08-21T00:00:00Z;precision=11,time=+1791-08-21T00:00:00Z;precision=11,6c6g3xsmz
Q689128,Haitian Revolution,temporal,P580,start time,1,preferred,,time=+1791-08-14T00:00:00Z;precision=11,time=+1791-08-14T00:00:00Z;precision=11,6c6g3xsmz
Q689128,Haitian Revolution,temporal,P582,end time,0,normal,,time=+1804-01-01T00:00:00Z;precision=11,time=+1804-01-01T00:00:00Z;precision=11,6c6g3xsmz
Q689128,Haitian Revolution,geographical,P17,country,0,normal,Q861551,Saint-Domingue,,6c6g3xsmz
Q689128,Haitian Revolution,geographical,P276,location,0,normal,Q861551,Saint-Domingue,,6c6g3xsmz
Q689128,Haitian Revolution,hierarchy,P156,followed by,0,normal,Q3297506,1804 Haitian massacre,,6c6g3xsmz
Q689128,Haitian Revolution,temporal,P585,point in time,0,normal,,time=+1804-01-01T00:00:00Z;precision=11,time=+1804-01-01T00:00:00Z;precision=11,6c6g3xsmz
Q689128,Haitian Revolution,temporal,P9350,PeriodO period ID,0,normal,,6c6g3xsmz,6c6g3xsmz,6c6g3xsmz
Q689128,Haitian Revolution,hierarchy,P527,has part(s),0,normal,Q2484240,Battle of Vertières,,6c6g3xsmz
Q707364,Count's Feud,hierarchy,P31,instance of,0,normal,Q1348385,war of succession,,6c6g339fj
Q707364,Count's Feud,hierarchy,P361,part of,0,normal,Q12562,Protestant Reformation,,6c6g339fj
Q707364,Count's Feud,temporal,P580,start time,0,normal,,time=+1534-00-00T00:00:00Z;precision=9,time=+1534-00-00T00:00:00Z;precision=9,6c6g339fj
Q707364,Count's Feud,temporal,P582,end time,0,normal,,time=+1536-00-00T00:00:00Z;precision=9,time=+1536-00-00T00:00:00Z;precision=9,6c6g339fj
Q707364,Count's Feud,geographical,P276,location,0,normal,Q35,Denmark,,6c6g339fj
Q707364,Count's Feud,temporal,P585,point in time,0,normal,,time=+1536-07-29T00:00:00Z;precision=11,time=+1536-07-29T00:00:00Z;precision=11,6c6g339fj
Q707364,Count's Feud,temporal,P9350,PeriodO period ID,0,normal,,6c6g339fj,6c6g339fj,6c6g339fj
Q707364,Count's Feud,geographical,P17,country,0,normal,Q35,Denmark,,6c6g339fj
Q731470,Eoarchean,hierarchy,P156,followed by,0,normal,Q738167,Paleoarchean,,9qtgwckcw
Q731470,Eoarchean,hierarchy,P31,instance of,0,normal,Q630830,era,,9qtgwckcw
Q731470,Eoarchean,hierarchy,P31,instance of,1,normal,Q2464485,erathem,,9qtgwckcw
Q731470,Eoarchean,temporal,P580,start time,0,normal,,time=-4031000000-00-00T00:00:00Z;precision=3,time=-4031000000-00-00T00:00:00Z;precision=3,9qtgwckcw
Q731470,Eoarchean,temporal,P582,end time,0,normal,,time=-3600000000-00-00T00:00:00Z;precision=1,time=-3600000000-00-00T00:00:00Z;precision=1,9qtgwckcw
Q731470,Eoarchean,hierarchy,P361,part of,0,normal,Q104168,Archean,,9qtgwckcw
Q731470,Eoarchean,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgwckcw
Q731470,Eoarchean,temporal,P9350,PeriodO period ID,0,normal,,9qtgwckcw,9qtgwckcw,9qtgwckcw
Q7403398,Saladin in Egypt,geographical,P17,country,0,normal,Q79,Egypt,,6c6g37thw
Q7403398,Saladin in Egypt,hierarchy,P31,instance of,0,normal,Q11514315,historical period,,6c6g37thw
Q7403398,Saladin in Egypt,temporal,P9350,PeriodO period ID,0,normal,,6c6g37thw,6c6g37thw,6c6g37thw
Q7403398,Saladin in Egypt,temporal,P580,start time,0,normal,,time=+1171-00-00T00:00:00Z;precision=9,time=+1171-00-00T00:00:00Z;precision=9,6c6g37thw
Q7403398,Saladin in Egypt,temporal,P582,end time,0,normal,,time=+1193-00-00T00:00:00Z;precision=9,time=+1193-00-00T00:00:00Z;precision=9,6c6g37thw
Q752187,Early Cretaceous,hierarchy,P155,follows,0,normal,Q499312,Late Jurassic,,9qtgwjphz
Q752187,Early Cretaceous,hierarchy,P156,followed by,0,normal,Q338199,Late Cretaceous,,9qtgwjphz
Q752187,Early Cretaceous,hierarchy,P527,has part(s),0,normal,Q301728,Albian,,9qtgwjphz
Q752187,Early Cretaceous,hierarchy,P527,has part(s),1,normal,Q622265,Aptian,,9qtgwjphz
Q752187,Early Cretaceous,hierarchy,P527,has part(s),2,normal,Q732702,Barremian,,9qtgwjphz
Q752187,Early Cretaceous,hierarchy,P527,has part(s),3,normal,Q734179,Hauterivian,,9qtgwjphz
Q752187,Early Cretaceous,hierarchy,P527,has part(s),4,normal,Q843329,Valanginian,,9qtgwjphz
Q752187,Early Cretaceous,hierarchy,P527,has part(s),5,normal,Q663355,Berriasian,,9qtgwjphz
Q752187,Early Cretaceous,hierarchy,P361,part of,0,normal,Q44626,Cretaceous,,9qtgwjphz
Q752187,Early Cretaceous,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgwjphz
Q752187,Early Cretaceous,hierarchy,P31,instance of,0,normal,Q312468,series,,9qtgwjphz
Q752187,Early Cretaceous,hierarchy,P31,instance of,1,normal,Q754897,epoch,,9qtgwjphz
Q752187,Early Cretaceous,temporal,P580,start time,0,normal,,time=-145000000-00-00T00:00:00Z;precision=3,time=-145000000-00-00T00:00:00Z;precision=3,9qtgwjphz
Q752187,Early Cretaceous,temporal,P582,end time,0,normal,,time=-100500000-00-00T00:00:00Z;precision=4,time=-100500000-00-00T00:00:00Z;precision=4,9qtgwjphz
Q752187,Early Cretaceous,temporal,P9350,PeriodO period ID,0,normal,,9qtgwjphz,9qtgwjphz,9qtgwjphz
Q776775,Keiō,hierarchy,P31,instance of,0,normal,Q24706,Japanese era name,,8m57hk9w6
Q776775,Keiō,hierarchy,P31,instance of,1,normal,Q11514315,historical period,,8m57hk9w6
Q776775,Keiō,hierarchy,P156,followed by,0,normal,Q3125096,Meiji period,,8m57hk9w6
Q776775,Keiō,hierarchy,P155,follows,0,normal,Q1325419,Genji,,8m57hk9w6
Q776775,Keiō,temporal,P2348,time period,0,normal,Q184963,Edo period,,8m57hk9w6
Q776775,Keiō,temporal,P580,start time,0,normal,,time=+1865-05-01T00:00:00Z;precision=11,time=+1865-05-01T00:00:00Z;precision=11,8m57hk9w6
Q776775,Keiō,temporal,P582,end time,0,normal,,time=+1868-10-22T00:00:00Z;precision=11,time=+1868-10-22T00:00:00Z;precision=11,8m57hk9w6
Q776775,Keiō,geographical,P17,country,0,normal,Q17,Japan,,8m57hk9w6
Q776775,Keiō,temporal,P9350,PeriodO period ID,0,normal,,8m57hk9w6,8m57hk9w6,8m57hk9w6
Q791313,Bathonian,hierarchy,P155,follows,0,normal,Q375180,Bajocian,,9qtgwcdrv
Q791313,Bathonian,hierarchy,P156,followed by,0,normal,Q764255,Callovian,,9qtgwcdrv
